연도,번호,도서명,저자명,출판사명
2019,1878,리더십 : 분석수준 관점,김경수,전남대학교출판문화원
2019,1879,마음의 새로운 과학 : 인지혁명의 역사,"하워드 가드너 저, 장병탁 외 역",서울대학교출판문화원
2019,1880,무형재산권론,"吳漢東 저, 董新義 외 역",진원사
2019,1881,미국 교육학의 정체,이홍우,교육과학사
2019,1882,미디어 공론장과 BBC 100년의 신화,정용준,패러다임북(㈜박이정출판사)
2019,1883,발달심리학,성현란 외,학지사
2019,1884,법심리학 제8판,"EDIE GREENE 외 저, 최이문 외 역",피앤씨미디어
2019,1885,"북한의 화폐와 시장 : 수령, 돈, 시장",민영기,한울아카데미(한울엠플러스)
2019,1886,북핵 억제와 방어,박휘락,북코리아(선학사&북코리아)
2019,1887,비즈니스 이노베이션 서비스 디자인,김용세,박영사
2019,1888,"빅데이터, 새로운 깨달음의 시대","크리스틴 보그만 저, 심원식 외 역",성균관대학교 출판부
2019,1889,"사고 : 추리, 판단, 결정",도경수,학지사
2019,1890,사회적 가치와 사회혁신 : 지속가능한 상생공동체를 위하여,박명규 외 엮음,한울아카데미(한울엠플러스)
2019,1891,새로운 한국 모델 : 박정희 모델을 넘어,김형기,한울아카데미(한울엠플러스)
2019,1892,새마을운동의 세계화 : 사회적 혁신을 통한 공익가치의 창조,노화준,法文社
2019,1893,소비의례,박철,고려대학교출판문화원
2019,1894,수업 시간에 자는 아이들 : 교실사회학 관점,성열관,학이시습(커뮤니케이션북스㈜)
2019,1895,"스마트 사회의 미디어교육학 : 교육공학, 디지털미디어교육, 평생교육의 연계",문혜성,학지사
2019,1896,시사적인 회계이슈들,손성규,박영사
2019,1897,"애착 정신화하기 인간중심의 상담 : ""심리상담효과의 비밀""","Jon G. Allen 저, 최희철 역",학지사
2019,1898,"야간경제, 도시의 밤을 깨우다",정은주,전남대학교출판문화원
2019,1899,양형의 이론과 실제,이진국,피앤씨미디어
2019,1900,언어 중심의 교과 융합 교육,구본관 외,사회평론아카데미
2019,1901,역사교육 목적의 인식과 실제,백은진,서울대학교출판문화원
2019,1902,역사교육과 국가이미지,강택구 외,도서출판 선인
2019,1903,우리 법 70년 변화와 전망 : 사법을 중심으로,청헌 김증한 교수 30주기 추모논문집 간행위원회,法文社
2019,1904,위험사회학 : 위험의 프리즘 : 위험의 생산·분배·대응,김영란,나녹
2019,1905,응용 인지심리학 : 한국 인지심리학자들의 응용적 관심사 12가지,박창호 외,학지사
2019,1906,인간 장소 지명,주성재,한울아카데미(한울엠플러스)
2019,1907,인지학습 심리검사의 이해,박창호 외,학지사
2019,1908,일본의 지역문화정책,구견서,신아사
2019,1909,읽기 장애 조기 선별검사의 측정학적 적합성 연구 ,여승수,집문당
2019,1910,"자연과 미디어 : 고래에서 클라우드까지, 원소 미디어의 철학을 향해","존 더럼 피터스 저, 이희은 역",Culture Look
2019,1911,정책기조의 탐구 : 정책아이디어로서의 정책패러다임,박정택,박영사
2019,1912,정체성 정치에서 아고니즘 정치로 : 여성학 방법론과 페미니즘 정치의 실천적 전환,조주현,계명대학교 출판부
2019,1913,제4차산업혁명 블록체인 비즈니스융합,이상기 외,휴먼싸이언스
2019,1914,젠더와 재현 : 영미 문학과 문화를 통해 본 여성 문제,오정화 외,이화여자대학교출판문화원
2019,1915,조선 성균관 학교문화,장재천, 박영story(주식회사 피와이메이트)
2019,1916,중국 향진기업의 성장과 한계,임반석,도서출판 해남
2019,1917,중국정치사상사 1-3,"류쩌화 저, 장현근 역",글항아리
2019,1918,집합적 행동논리와 사회적 자본 담론,박종화,도서출판 대영문화사
2019,1919,창의력 : 잠재능력의 이론과 교육,김영채,도서출판 윤성사
2019,1920,처벌의 원리 : 공동체 가치로서 연대성과 처벌의 인간화,김혜경,마인드탭(도서출판 정독)
2019,1921,필란트로피 산업론 : 산업의 관점에서 바라본 한국의 필란트로피,비케이 안,사곰(한양대학교출판부)
2019,1922,"한국 경제발전의 문화적 기원 : 추격성장, 발전국가 그리고 문화적 혼종성",김명수,집문당
2019,1923,한국 미술교육의 지평,김형숙,교육과학사
2019,1924,한국 민주주의의 작동원리 : 한국에서 다수는 어떻게 형성되는가,문우진,고려대학교출판문화원
2019,1925,한국 복지자본주의의 역사 : 자산기반복지의 형성과 변화,김도균,서울대학교출판문화원
2019,1926,한국 지리교육과정의 쟁점과 전망,박선미,문음사
2019,1927,한국과 일본에서 행정소송법제의 형성과 발전,하명호,경인문화사
2019,1928,한국형 제3의 길을 통한 생태복지국가의 탐색,한상진,한국문화사
2019,1929,한반도의 전쟁과 평화 : 핵무장국가 북한과 세계의 선택,이삼성,한길사
2019,1930,행정법의 작용형식,선정원,경인문화사
2019,1931,憲法學 論集 : 東堂 成樂寅總長 退任記念,성낙인,법문사
2019,1932,혁신 다이내믹스 : 지속 성장을 위한 혁신의 원리와 길,김수영,한올
2019,1933,현대 행정의 가치와 윤리,김호섭,도서출판 대영문화사
2019,1934,황소채찍효과,김수욱,박영사
2019,1935,흥미진진한 아일랜드 전환학년 이야기 : 청소년은 어떻게 민주시민으로 성장하는가.,"제리 제퍼스 저, 최상덕 외 역",살림터
2019,1936,(역주) 묵재일기 1-4,"이문건 저, 김인규 역",민속원
2019,1937,1910년대 일본 유학생 잡지 연구,김영민,소명출판
2019,1938,21세기 한국사학의 진로,박찬승,한양대학교출판부
2019,1939,가야문명사,朴天秀,진인진
2019,1940,고구려-수 전쟁 : 변경 요서에서 시작된 동아시아 大戰,이정빈,주류성
2019,1941,고려·사회·사람들,김용선,일조각
2019,1942,고양이 한국 문학 : 한국 문학을 종단(縱斷)하는 고양이들 ,이재선,서강대학교출판부
2019,1943,근대 조선의 여행자들 : 그들의 눈에 비친 조선과 세계,우미영,역사비평사
2019,1944,근대 한국어의 변이와 변화,안예리,소명출판
2019,1945,"대학연의 : 리더십을 말하다 상,중,하","진덕수 저, 김병섭 외 편집, 정재훈 외 역주",서울대학교출판문화원
2019,1946,대한제국의 양전,김건태,경인문화사
2019,1947,명주옥연기합록,서인석 외 역주,영남대학교출판부
2019,1948,번역가의 탄생과 동아시아 세계문학,박진영,소명출판
2019,1949,"병자호란, 홍타이지의 전쟁",구범진,까치(㈜까치글방)
2019,1950,불교시학의 발견과 모색,정효구,푸른사상
2019,1951,서사민요와 발라드 : 나비와 장미,서영숙,(주)박이정 출판사
2019,1952,"설탕, 근대의 혁명 : 한국 설탕산업과 소비의 역사",이은희,지식산업사
2019,1953,숙종시대의 군사체제와 훈련도감,김종수,한국학중앙연구원출판부
2019,1954,심훈 문학의 사유,"권보드래 외 저, (사)심훈선생기념사업회 엮음",아시아
2019,1955,"우리말 문법, 그 총체적 모습",고영근 ,집문당
2019,1956,정철호 신민요 작곡집,청강 정철호 전통예술진흥회 외 편 ; 정철호 작곡 ; 권오성 외 집필 ; 이화동 외 채보 ,채륜
2019,1957,"조선, 철학의 왕국 : 호락논쟁 이야기",이경구,푸른역사
2019,1958,조선시대 궁중음악의 문화사적 고찰,김종수,민속원
2019,1959,조선시대 한양과 지식인,이상배,景仁文化社
2019,1960,조선족 소설 연구,최병우,푸른사상
2019,1961,코퍼스 분석을 위한 한국어 전자사전 구축방법론,남지순,역락
2019,1962,태평한 변방 : 고려의 對거란 외교와 그 소산,이미지,景仁文化社
2019,1963,"통합임시정부와 안창호, 이동휘, 이승만 : 삼각정부의 세 지도자",반병률,신서원
2019,1964,풍석 서유구 산문 연구,김대중,돌베개
2019,1965,한국 근대문학과 동아시아 2-중국,김재용 외 엮음,소명출판
2019,1966,한국 근현대 장시사의 변전과 위상,김성조,국학자료원(국학자료원 새미)
2019,1967,한국 우언문학사 1 ,윤주필,한국문화사
2019,1968,한국 현대 문학의 개인과 공동체,이경재,역락
2019,1969,한국고전시가와 조선시대의 국경,최미정,역락
2019,1970,한국어 어미의 의미,박재연,집문당
2019,1971,한국어 의미 관계 형태론,최형용,역락
2019,1972,한국어의 재구조화 1-2,임홍빈,서울대학교출판문화원
2019,1973,해녀노래 주석사전 : 제주방언의 보고,이성훈,민속원
2019,1974,해방 직후 국사교육 연구,김상훈,景仁文化社
2019,1975,휘모리잡가,송은도,민속원
2019,1976,"(R, JAGS, Stan을 이용한) 베이지안 데이터 분석 바이블","John K. Kruschke 저, 최정렬 역",Jpub(제이펍)
2019,1977,(교양인의) 식생활과 건강,이정실 외,(주)백산출판사
2019,1978,(달인이 될 수 있는) 상악동거상술,김여갑 외,대한나래출판사
2019,1979,(맥도날드와 에버리의) 소아 및 청소년을 위한 치과학,"Jeffrey A. Dean 외 저, 강일현 외 역",지성출판사
2019,1980,(모두를 위한) 실용 전자공학 : 기초부터 실무까지,"폴 슈레즈 외, 박진수 역",Jpub(제이펍)
2019,1981,(보건관계자라면 꼭 알아야 할) 의료법 판례정리,여정현,신일서적㈜
2019,1982,(오박사의) 요역동학검사 해석 : 증례를 통한 가이드,오승준,범문에듀케이션
2019,1983,(원인과 사례 및 대책 중심으로 살펴본) 연안재해,윤덕영 외,씨아이알
2019,1984,(인간과 자연을 위한) 하천공학,우효섭 외,청문각(㈜)교문사)
2019,1985,(파이썬과 함께 배우는) 신호와 시스템,남승현,홍릉과학출판사
2019,1986,3차원 반도체,"콘도 가즈오 외, 장인배 역",씨아이알
2019,1987,ARM Cortex-M4 프로세서 이해 및 실습 : Mbed-OS와 Nucleo 보드를 이용한 실습,이종원,홍릉과학출판사
2019,1988,Introduction to display engineering,JunSin Yi 외,HongReung Science Publishing Company
2019,1989,Topology,Yong-seung Cho,Kyowoo
2019,1990,개발자를 위한 머신 러닝 : 머신 러닝 시작이 막막한 개발자를 위한 안내서,"로돌포 본닌 저, 김정중 역",에이콘
2019,1991,건축강의 (10권 세트),김광현,안그라픽스
2019,1992,게놈 혁명 : 호모 헌드레드 게놈 프로젝트,이민섭,MID(엠아이디)
2019,1993,고급전력전자공학,이교범,문운당 
2019,1994,광해관리 GIS,최요순 외,씨아이알
2019,1995,교정치료의 안정성과 유지 및 재발,"Christos Katsaros 외 저, 박영국 외 역",지성출판사
2019,1996,권법바이블 : ≪기효신서≫를 통해 본 고전 권법,최복규,한국학술정보
2019,1997,근거기반 보건의료,박병주 외,박영사
2019,1998,기후와 문명,노의근,연세대학교 대학출판문화원
2019,1999,네트워크 가상화의 모든 것 : SDN을 만난 NFV,"라젠드라 차야파티 외 저, 최성남 역",에이콘
2019,2000,네트워크 보안 실험실 : 단계별 가이드,"마이클 그레그 저, 배영부 외 역",에이콘
2019,2001,뇌종양학,대한뇌종양학회,군자출판사
2019,2002,대시보드 설계와 데이터 시각화 : 차트와 그래프를 활용한 비즈니스 데이터 분석 시나리오와 디자인 사례,"스티브 웩슬러 외 저, 최윤석 역",책만
2019,2003,디지털포렌식과 사고 대응 : 사이버 공격에 대응하는 현명한 방법,"제라드 요한센 저, 백명훈 외 역",에이콘
2019,2004,러시아 정교회 건축과 예술,김상현,민속원
2019,2005,"레온 바티스타 알베르티의 『건축론』 : 1, 2, 3권","레온 바티스타 알베르티 저, 서정일 번역·주해 ",서울대학교출판문화원
2019,2006,로켓 과학 Ⅲ : 탄도탄의 모든 것,정규수,지성사
2019,2007,르코르뷔지에의 건축 수업,이관석,문운당
2019,2008,머신 러닝을 활용한 컴퓨터 보안,"클라렌스 치오 외 저, 김창엽 외 역",에이콘
2019,2009,미분다양체,조용승,Kyowoo(교우)
2019,2010,바이오산업혁명,유영제,나녹
2019,2011,반도체 공정의 이해,임상우,청송미디어(연세대학교 대학출판문화원)
2019,2012,보안 인텔리전스 : 악성 봇넷 탐지부터 머신 러닝의 활용까지 그 이론과 실제,"큉 리 외 저, 시큐리티플러스 역",에이콘
2019,2013,복소해석기하학 : 다변복소함수론,김강태,Kyowoo(교우)
2019,2014,블록체인 해설서 : 비트코인과 이더리움 그리고 하이퍼레저,이병욱,에이콘
2019,2015,빅데이터 분석을 위한 스칼라와 스파크 : 대용량 빅데이터 분석과 머신 러닝까지 활용하는,"레자울 카림 외 저, 김용환 역",에이콘
2019,2016,빅데이터를 지탱하는 기술 : 시시각각 변하는 데이터를 파악하는 자동화의 세계,"니시다 케이스케 저, 정인식 역",Jpub(제이펍)
2019,2017,사이버 보안 : 레드팀 및 블루팀 전략,"유리 디오게네스 외 저, 최만균 역",에이콘
2019,2018,산부인과 내시경학,대한산부인과내시경학회,군자출판사
2019,2019,소비에트 러시아의 신체문화와 스포츠,박원용,산지니
2019,2020,소화기내시경 진단 아틀라스 : 상부위장관,"전훈재 외 저, 대한소화기내시경학회 옮김",도서출판 대한의학(SnC Publishing)
2019,2021,소화기내시경 진단 아틀라스 : 하부위장관,"전훈재 외 저, 대한소화기내시경학회 옮김",도서출판 대한의학(SnC Publishing)
2019,2022,수리암호학 개론,김명환,경문사
2019,2023,"수분, 전해질 및 산염기의 장애 : 진단 및 치료에 대한 편람",한진석,일조각
2019,2024,스칼라와 머신 러닝 : 풍부한 설명으로 배우는 스칼라 머신 러닝 구현,"패트릭 니콜라스 저, 이판호 역",에이콘
2019,2025,"시간과 공간의 연결, 교통이야기","대한교통학회 『시간과 공간의 연결, 교통이야기』 출판위원회",씨아이알
2019,2026,시간눈금과 원자시계,이호성,청문각(㈜)교문사)
2019,2027,신경망 설계 : 주요 신경망 이론과 응용 사례,"마틴 헤이건 외 저, 윤성진 역",에이콘
2019,2028,신약개발과 임상시험,임현자,황소걸음 아카데미
2019,2029,실전 금융 머신 러닝 완벽 분석,"마르코스 로페즈 데 프라도 저, 이병욱 역",에이콘
2019,2030,실험실 생활 : 과학적 사실의 구성,"브루노 라투르 외 저, 이상원 역",한울아카데미(한울엠플러스)
2019,2031,심뇌혈관질환 예방 지침서,대한심뇌혈관질환예방학회 편,도서출판 대한의학(SnC Publishing)
2019,2032,심층 학습,"이안 굿펠로 외 저, 류광 역",Jpub(제이펍)
2019,2033,안전 및 재난관리의 주요이론,오태근 외,도서출판 윤성사
2019,2034,에너지와 기후변화,최기련,자유아카데미
2019,2035,엔터프라이즈 데이터 레이크 구축 : 람다 아키텍처 기반의 엔터프라이즈 데이터 레이크 구축 가이드,"톰시 존 외 저, 양원국 외 역",에이콘
2019,2036,원더풀 라이프 : 버제스 혈암과 역사의 본질,"스티븐 제이 굴드 저, 김동광 역",궁리
2019,2037,유기발광다이오드 디스플레이와 조명,"Mitsuhiro Koden 저, 장인배 역",씨아이알
2019,2038,이비인후과학(이과/두경부/비과),대한이비인후과학회,군자출판사
2019,2039,인공지능 : 튜링 테스트에서 딥러닝까지,이건명,생능출판
2019,2040,자원리사이클링공학,손호상,경북대학교출판부
2019,2041,자율 주행 자동차 만들기 : 자율 주행 소프트웨어 시스템의 원리와 구현 방법,"리우 샤오샨 외 저, 남기혁 외 역",에이콘
2019,2042,전기경련치료 : 이론과 실제,김용식 외,서울대학교출판문화원
2019,2043,전력시스템 운용,"알렌 J. 우드 외 저, 김영창 역",북코리아(선학사&북코리아)
2019,2044,전쟁사의 수학적 분석과 평가 : 승리의 조건을 찾아서,권오정,Kyowoo(교우)
2019,2045,조선시대 제주도의 이상기후와 문화,김오진,푸른길
2019,2046,주기선형계 : 연속계와 이산계의 융합,신정선 외,경문사
2019,2047,지속가능성장을 위한 업사이클링 패션디자인,배수정 외,전남대학교출판문화원
2019,2048,"처음 배우는 암호화 : 기초 수학부터 양자 컴퓨터 이후까지, 암호학의 현재와 미래","장필리프 오마송 저, 류광 역",한빛미디어
2019,2049,천체물리학 : 복사와 기체역학,구본철 외,서울대학교출판문화원
2019,2050,컴퓨터 구조 및 설계 : 하드웨어 / 소프트웨어 인터페이스,"David A. Patterson 외 저, 박명순 외 역",한티미디어
2019,2051,턱관절장애와 수술교정,김영균 외,대한나래출판사
2019,2052,패턴 인식과 머신 러닝,"크리스토퍼 비숍 저, 김형진 역",Jpub(제이펍)
2019,2053,"피처 엔지니어링, 제대로 시작하기 : 데이터에서 효과적으로 정보를 추출하는 원리와 기법","앨리스 젱 외 저, 김우현 역",에이콘
2019,2054,하이 퍼포먼스 스파크 : 클러스터 규모 확장을 위한 우수 사례와 아파치 스파크 최적화,"홀든 카로 외 저, 박종영 역",Jpub(제이펍)
2019,2055,하폐수처리를 위한 MBR(분리막생물반응기) 이론과 실무,박희등 외 , KSCE Press(대한토목학회출판사)
2019,2056,학교수학의 역사-발생적 접근,우정호,서울대학교출판문화원
2019,2057,한국의 균류 3 담자균류,조덕현,한국학술정보
2019,2058,韓國傳染病史 Ⅱ,대한감염학회,군자출판사
2019,2059,한약 라틴어,이영종,의방출판사
2019,2060,항노화와 건강기능식품,김교남 외,창지사
2019,2061,"화약의 이론과 실제 : 화약 기술에 대한 체계적인 이론적, 실제적 지침서",이영호, iworkbook
2020,2062,(당송시대의) 신앙과 사회,김상범,신서원
2020,2063,(譯註) 禮記淺見錄(1~7),"권근 저, 정병섭 역",學古房
2020,2064,(옛 지도로) 세계 읽기,최창모,동연
2020,2065,"(완역) 한유시전집(上,下)","한유 저, 이영주 외 역",역락
2020,2066,『老乞大』와 『朴通事』 언해서의 중국어음 연구,신용권,서울대학교출판문화원
2020,2067,Machine Gun Voices : Favelas and Utopia in Brazilian Gangster Funk,Paul Sneed,SNUPRESS
2020,2068,The Evolution of Modern English Drama : From Enlightenment to the Sublime,Hoon-Sung Hwang,SNUPRESS
2020,2069,각색과 전유,"줄리 샌더스 저, 정문영 외 역",도서출판 동인
2020,2070,감각의 역사,진중권,창비
2020,2071,경성신사를 거닐다 : 일본제국과 식민지 신사,문혜진,민속원
2020,2072,"과잉과 결핍의 신체 : 일본문학 속 젠더, 한센병, 그로테스크",이지형,보고사
2020,2073,근거율 : 강의와 강연,"마르틴 하이데거 저, 김재철 역",파라아카데미 : 파라북스
2020,2074,근대 중국의 토지 소유권과 사회 관행,이원준,學古房
2020,2075,내세 지향적 문화와 현세 지향적 문화 : 『햄릿』의 동아시아적 수용,이덕수,영남대학교출판부
2020,2076,"네팔, 힌두왕국에서 인민의 나라로",박정석,민속원
2020,2077,다산 정약용의 역학이론,임재규,심산
2020,2078,담화론과 문법론,김진아,역락
2020,2079,동아시아의 창화 외교,김한규,소나무
2020,2080,동아시아의 희생제의,이연승 엮음,도서출판 모시는사람들
2020,2081,"동해도 도보여행기 : 근세일본의 요절복통 여행기(1,2)","짓펜샤 잇쿠 저, 강지현 역",세창출판사
2020,2082,들려준 것과 숨긴 것 : 영국 모험소설의 정치적 무의식,이석구,소명출판
2020,2083,레지스탕스 프랑스 : 신화와 망각 사이,이용우,푸른역사
2020,2084,"만문노당 : 태조(1,2)",김주원 외,서울대학교출판문화원
2020,2085,말뭉치를 기반으로 한 한국어 시간관계 연결어미와 그 중국어 대응 양상 연구,이초(易超),도서출판 하우
2020,2086,멈추지 않는 눈,"자크 오몽 저, 심은진 외 역",아카넷
2020,2087,메이지유신과 사대부적 정치문화,박훈,서울대학교출판문화원
2020,2088,"모든 것은 영원했다, 사라지기 전까지는 : 소비에트의 마지막 세대","알렉세이 유르착 저, 김수환 역",문학과지성사
2020,2089,미메시스 : 믿는 체하기로서의 예술,"켄달 L. 월튼 저, 양민정 역",북코리아 : 선학사&북코리아
2020,2090,법언어학의 이해,이해윤,역락
2020,2091,"법철학 : 베를린, 1821년","게오르크 헤겔 저, 서정혁 역",지식을만드는지식 : 커뮤니케이션북스
2020,2092,불교심리학 연구 : 상담가를 위한 새로운 심리학,윤희조,씨아이알
2020,2093,상징형식의 철학 제3권 : 인식의 현상학,"에른스트 카시러 저, 박찬국 역",아카넷
2020,2094,새로운 학문,"잠바티스타 비코 저, 조한욱 역",아카넷
2020,2095,송대 동아시아의 국제관계와 외교의례,김성규,신아사
2020,2096,송대 시학,이치수,역락
2020,2097,암시된 거미 : 신화 속의 정치와 신학,"웬디 도니거 저, 최화선 역",이학사
2020,2098,"양명학자 채인후의 중국철학사(상,하)","채인후 저, 정인재 역",(주)좋은기업 위드 : 동방의빛
2020,2099,언어접촉과 현대중국어 차용어,김석영,역락
2020,2100,열반종요,"주저자 박태원, 원효학 토대연구소 역",세창출판사
2020,2101,"영국왕립아세아학회 잡지로 본 근대 한국(1,2)",이상훈 외,한국학중앙연구원출판부
2020,2102,원대 중후기 정치사 연구,권용철,도서출판 온샘
2020,2103,유르스나르의 문학신화학 : 전복과 회귀 사이,박선아 ,한울아카데미 : 한울엠플러스(주)
2020,2104,응용드라마 : 연극의 선물,"헬렌 니콜슨 저, 김현정 외 역",연극과인간
2020,2105,이민자 의식과 토박이 의식 : 미국 소수민족 소설을 중심으로,장정훈,도서출판 동인
2020,2106,인삼의 세계사 : 서양이 은폐한 '세계상품' 인삼을 찾아서,설혜심,Humanist
2020,2107,"일제하 종교 법규와 정책, 그리고 대응",고병철,박문사
2020,2108,"장회익의 자연철학 강의 : 과학을 잊은 철학에게, 철학을 잊은 과학에게",장회익,추수밭 : 청림출판
2020,2109,제국 속의 제국 : 미국의 해외선교와 한국의 음악교육,허지연,민속원
2020,2110,제러미 벤담과 현대 : 공리주의 설계자가 꿈꾼 자유와 정의 그리고 행복,강준호,성균관대학교출판부
2020,2111,조선통신사가 본 일본의 세시민속,노성환,민속원
2020,2112,조형예술의 역사적 문법,"알로이스 리글 저, 정유경 역",갈무리
2020,2113,주역 : 단·상·문언전,김상섭,성균관대학교출판부
2020,2114,중국 동북지구 석붕 연구,"화이빙 저, 하문식 역",사회평론아카데미
2020,2115,중국 민어 음운과 주변 언어와의 관계,이해우,한국문화사
2020,2116,중국 중세도성과 호한체제,박한제,서울대학교출판문화원
2020,2117,지성교정론,"베네딕투스 데 스피노자 저, 김은주 역",도서출판 길
2020,2118,"축음기, 영화, 타자기","프리드리히 키틀러 저, 유현주 외 역",문학과지성사
2020,2119,한국 다문화사회와 종교,박종수,한국학술정보
2020,2120,한국 무형문화유산의 학술적 토대 연구 : 전통문화의 상징과 정체성을 중심으로,전북대학교 무형유산정보연구소 편,민속원
2020,2121,한국 신석기시대 사회 문화상 연구 : 한국 신석기문화에 대한 새로운 해석과 종합적 이해,신종환,학연문화사
2020,2122,한국 종교교단 연구 XI-수련문화 편,조현범 외,한국학중앙연구원출판부
2020,2123,한국왕권신화의 전개,김화경,지식산업사
2020,2124,한국의 과학과 종교,김호덕 외,들녘
2020,2125,"한국의 종교학 : 종교, 종교들, 종교문화",한국종교문화연구소 30주년 논총 편집위원회,도서출판 모시는사람들
2020,2126,호적중초와 19세기 후반 제주도 마을의 사회구조,김창민,역락
2020,2127,(4차 산업혁명 시대의) 기술혁신과 규제정책,이원우 외,弘文社
2020,2128,(경계선 인성장애를 위한) 전이초점 심리치료 : 임상 가이드,"Frank E. Yeomans 외 저, 윤순임 외 역",학지사
2020,2129,(바로찾는) 한국고대국가학 : 고조선의 국가와 행정,김석준,도서출판 대영문화사
2020,2130,(법정책 방향으로서의) 정의와 사랑,김상용,피앤씨미디어
2020,2131,(북한 토지개혁을 위한) 공공토지임대론,조성찬,한울아카데미 : 한울엠플러스(주)
2020,2132,(삶을 위한) 죽음의 심리학 : 죽음을 바라보는 인간의 마음,권석만,학지사
2020,2133,(정신증의) 로샤 평가,"James H. Kleiger 저, 이준득 역",학지사
2020,2134,(한국기업의) 글로벌경영 사례,오금식 외,法文社
2020,2135,(화이트헤드와 들뢰즈의) 경영철학,김영진 외,솔과학
2020,2136,4차 산업혁명시대와 리더십,김태열 외,피앤씨미디어
2020,2137,Democracy in Crisis,Kim Kyong-Dong 외,BAIKSAN Publishing House
2020,2138,DPRK의 경제건설과 경제관리체제의 진화 (1949-2019),박후건,도서출판 선인
2020,2139,Global Capitalism and Culture in East Asia,Jonghoe Yang 외,BAIKSAN Publishing House
2020,2140,MMPI-2 해설서,"Alan F. Friedman 외 저, 유성진 외 역",학지사
2020,2141,SNS 행복마케팅,이진균,한나래
2020,2142,감정과 사회 : 감정의 렌즈를 통해 본 한국사회,김왕배,한울아카데미 : 한울엠플러스(주)
2020,2143,건강의 공공성과 공공보건의료,김창엽,한울아카데미 : 한울엠플러스(주)
2020,2144,검색광고의 이해,권오윤 외,한울아카데미 : 한울엠플러스(주)
2020,2145,경제 원리의 두 길 : 자연·인성·경제의 상호관계와 변화의 원리 분석,박우희,서울대학교출판문화원
2020,2146,공공영역에서 갈등관리와 거버넌스 : 문화적 관점,최성욱,박영사
2020,2147,공동자원의 영역들,최현 외 편저,진인진
2020,2148,공연의 사회학 : 한국사회는 어떻게 자아성찰을 하는가,최종렬,오월의봄
2020,2149,"국가주의 시대의 경제와 사회 : 미군정에서 3공화국까지(1,2)",전용덕,도서출판 해남
2020,2150,국민국가를 넘어서 : 근대정치의 시공간적 전환을 위하여,홍태영,진인진
2020,2151,국어 문법 교육 내용화 연구,이관희,집문당
2020,2152,권력의 탄생 : 새로운 대통령은 어떻게 만들어지는가,하상복,세창출판사
2020,2153,노동-시민 연대는 언제 작동하는가 : 배태된 응집성과 복지국가의 정치사회학,"이철승 저, 박광호 역",후마니타스
2020,2154,"대한민국, 무엇이 위기인가 : 이 시대의 국가적 상황에 대한 정치철학적 성찰",양승태,철학과 현실사
2020,2155,"도서관 지식문화사 : 세상 모든 지식의 자리, 6000년의 시간을 갖다",윤희윤,동아시아
2020,2156,디지털 비즈니스 트랜스포메이션,이완형,교문사
2020,2157,리더십의 이해,윤방섭,학현사
2020,2158,"문화, 유학사상 그리고 심리학",조긍호,학지사
2020,2159,문화와 민주주의,김남국,이학사
2020,2160,"미국 정치가 국제 이슈를 만날 때 : 정쟁은 외교 앞에서 사라지는가, 아니면 시작하는가.",서정건,서강대학교출판부
2020,2161,민법개정안연구,김재형 외,박영사
2020,2162,박물관 교육론 : 쟁점과 과제,오명숙 외,민속원
2020,2163,보통법,"올리버 웬들 홈스 2세 저, 박상수 외 역",한국문화사
2020,2164,복지국가 쟁점 1 : 전환기의 이슈와 대안,사회정책연구회 엮음,한울아카데미 : 한울엠플러스(주)
2020,2165,브랜드 연상 : 소비자는 브랜드를 보며 무엇을 떠올리는가,지준형,한울아카데미 : 한울엠플러스(주)
2020,2166,사회복지의 전환,"김윤태 엮음, 김윤태 외 지음",한울아카데미 : 한울엠플러스(주)
2020,2167,사회적 가치 : 문명론적 성찰과 비전,김경동,푸른사상
2020,2168,사회책임투자,김창수,연세대학교 대학출판문화원
2020,2169,생태복지국가를 향하여,홍성태,진인진
2020,2170,서애 류성룡의 리더십,송복 외 편,法文社
2020,2171,서양 고대교육사,"앙리 마루 저, 이홍우 외 역",교육과학사
2020,2172,성인담론과 교육 : 조선후기 교육사상사 시론,정순우,태학사
2020,2173,세계경제의 성장과 위기구조 : 세계경제 이해를 위하여,김일식,박영사
2020,2174,세계의 카르스트지형,서무송,푸른길
2020,2175,세계의 코리아타운과 한인 커뮤니티,윤인진 외,북코리아 : 선학사&북코리아
2020,2176,스마트 경영학,최진남 외,생능
2020,2177,식민지 조선의 경찰과 민중세계 1894-1919 : '근대'와 '전통'을 둘러싼 정치문화,"신창우 저, 김현수 외 역",도서출판 선인
2020,2178,언론인 박권상과 한국 현대 언론,김영희,커뮤니케이션북스
2020,2179,여성과 경제 : 한국에서 여성 호모 에코노미쿠스로 살기,홍태희,박영사
2020,2180,영미 명예훼손법,박용상,한국학술정보
2020,2181,옴부즈만 : 제4부,박재창,HUINE : 한국외국어대학교 지식출판콘텐츠원
2020,2182,인간의 심성교육,"프리드리히 쉴러 저, 이홍우 역",교육과학사
2020,2183,일본 교육법학,고전,박영story : 주식회사 피와이메이트
2020,2184,잊혀진 동아시아 외교사 전문가들 : 구미 출신 동아시아 연구자의 생애와 저작,김용구,푸른역사
2020,2185,정당정치의 진화,진영재,연세대학교 대학출판문화원
2020,2186,정치론,"베네딕투스 데 스피노자 저, 공진성 역",도서출판 길
2020,2187,"제국 일본의 전쟁, 1868-1945",박영준,사회평론아카데미
