연도,번호,도서명,저자명,출판사명
2020,2188,주권과 국제정치 : 근대 주권국가체제의 제국적 성격,전재성,서울대학교출판문화원
2020,2189,중국의 엘리트 정치 : 마오쩌둥에서 시진핑까지,조영남,민음사
2020,2190,중세 동아시아의 해양과 교류,김일권 외,景仁文化社
2020,2191,지방자치 철학자들 : 그리고 한국의 지방자치,김석태,한국학술정보
2020,2192,지배와 정의에 관한 일반이론,"프랭크 러벳 저, 조계원 역",박영사
2020,2193,지식 생산의 기반과 메커니즘: [부록] 문부성 소할 목록 번역,"단국대학교 일본연구소 HK+ 사업단 기획, 홍성준 외 지음",경진출판
2020,2194,지식공동체 한국경제시스템을 꿈꾸며,배재수,박영사
2020,2195,지식의 변화와 지형: [부록] 지식 지형의 변화와 근대의 교육사 자료,"단국대학교 일본연구소 HK+ 사업단 기획, 김경남 외 지음",경진출판
2020,2196,"진화심리학 핸드북(1, 2)","데이비드 M. 버스 저, 김한영 역",아카넷
2020,2197,차이의 세계 : 비판 지리학의 시선이 개발을 묻다,"Eric Sheppard 외 저, 남수연 역",박영사
2020,2198,창조신화 : 인간 내면에서 이루어지는 의식화과정의 모델,"마리-루이제 폰 프란츠 저, 김현진 역",한국융연구원
2020,2199,초국적 공간에서의 경계 재생산 그리고 귀환,방미화,한국학술정보
2020,2200,"테크놀로지의 덫 : 자동화 시대의 자본, 노동, 권력","칼 베네딕트 프레이 저, 조미현 역",에코리브르
2020,2201,통일 대비 국어교육과 한국어교육,박갑수,역락
2020,2202,통합심신치유학 : [실제] 편,안희영 외,학지사
2020,2203,피에르 부르디외와 교육,김영화,교육과학사
2020,2204,"하이브리드 한의학 : 근대, 권력, 창조",김종영,돌베개
2020,2205,한국 도서관사 : 고대~근·현대시대,송승섭,한국도서관협회
2020,2206,한국 복지국가의 기원과 궤적(1~3),윤홍식,사회평론아카데미
2020,2207,한국 언론의 공정성 : 이론적 구성,조항제,Culture Look
2020,2208,한국과 아시아의 시각에서 본 유럽연합 민·상사 법제의 빅뱅과 도전,김용진,충남대학교출판문화원
2020,2209,한국비판국제개발론 : 국제開發의 發展적 성찰,김태균,박영사
2020,2210,한국사회통합론,김문조,다산출판사
2020,2211,한국의 헌법학 연구,김철수 엮음,산지니
2020,2212,한국적 지역공동체 사례연구 : 복내이리송계,배수호,태학사
2020,2213,한국형법학의 초기형성사 연구,오병두 외,法文社
2020,2214,한미일 삼각안보체제 : 형성·영향·전환,신욱희,사회평론아카데미
2020,2215,"함께 잘사는 나라 스웨덴 : 노동과 자본, 상생의 길을 찾다",조돈문,사회평론아카데미
2020,2216,"항만하역 고용형태의 변천 : 신분제, 위계적 권위 그리고 계약 ",옥동석,보고사
2020,2217,행정법 도그마틱,"에버하르트 슈미트-아스만 저, 김현준 역",法文社
2020,2218,행정법 방법론,문병효,박영사
2020,2219,행정법의 개혁,선정원,경인문화사
2020,2220,行政判例의 分析과 批判,金重權,法文社
2020,2221,헌법과 국가정체성,성낙인,박영사
2020,2222,헌법과 정치,"카를 슈미트 저, 김효전 역",산지니
2020,2223,(미디어로 다시 보는) 북한문학 : 『조선문학』(1946~2019)의 문학·문화사 연구,김성수,역락
2020,2224,20세기 시인의 한시 번역과 수용,정소연,한국문화사
2020,2225,고려상인과 동아시아 무역사,김영제,푸른역사
2020,2226,고려시대 군사제도 연구,권영국,경인문화사
2020,2227,고려의 국가제사와 왕실의례,김아네스,景仁文化社
2020,2228,근대문학의 역학들 : 번역 주체·동아시아·식민지 제도,손성준,소명출판
2020,2229,"김시종, 어긋남의 존재론",이진경,도서출판 b
2020,2230,"나의 장례식 ― 自挽詩, 나의 죽음 소유하기",임준철,고려대학교출판문화원
2020,2231,"달밤의 약속, 완월회맹연 읽기 : 여성이 쓴 조선 최장의 대하소설",조혜란 외,책과함께
2020,2232,동명왕편 : 신화로 읽는 고구려의 건국 서사시,"이규보 저, 조현설 역해",아카넷
2020,2233,득음 : 소리의 이치와 원리를 깨쳐 궁극에 이르다,배일동,시대의창
2020,2234,발견을 위한 한국어 단어형성론,정한데로,서강대학교출판부
2020,2235,신라의 영역지배 편성과정과 외위,이부오,서경문화사
2020,2236,이상 문학의 환상성 : 세계 통찰의 문학적 발현,배현자,소명출판
2020,2237,자조론과 근대 한국 : 성공주의의 기원과 전파,최희정,景仁文化社
2020,2238,"작가 이기영, 그 치열한 삶과 문학적 진실의 수준",김흥식,예옥
2020,2239,"조선 후기 수군 연구 : 정책, 재정, 훈련에 관하여",송기중,역사비평사
2020,2240,조선시대 사마소와 양반,윤희면,한국사학
2020,2241,조선중기 전주지역 사족 연구,오경택,민속원
2020,2242,조선후기 경상도 재정 연구,문광균,민속원
2020,2243,창조하는 학문의 길,조동일,지식산업사
2020,2244,"캐릭터, 이야기 속의 인간",이상진,에피스테메 : 사단법인 한국방송통신대학교출판문화원
2020,2245,한국 가면극의 음악,임혜정,민속원
2020,2246,한국 고시가의 맥락 연구,임주탁,역락
2020,2247,한국 고전소설의 이념과 사랑 : <사씨남정기> <창선감의록> <구운몽>,조광국,태학사
2020,2248,한국 근대 지역사회 변동과 민족운동 : 경상도 성주의 근대전환기 100년사,이윤갑,지식산업사
2020,2249,한국 온돌의 역사 : 최초의 온돌 통사,송기호,서울대학교출판문화원
2020,2250,한국 지역문학 연구,박태일,소명출판
2020,2251,"韓國古代農業史硏究 : 古朝鮮의 농업환경과 국가건설, 국가재건",김용섭,지식산업사
2020,2252,한국근대문학의 '변경(邊境)'과 접촉지대,김현주 외,보고사
2020,2253,한국어 용언 활용 체계의 형태음운론적 변화,정경재,太學社
2020,2254,한국어 의미 탐구의 현황과 과제,임지룡 외,한국문화사
2020,2255,한국어 정보구조 연구,최윤지,太學社
2020,2256,한국의 아나키즘 : 인물편,이호룡,지식산업사
2020,2257,한말 일제초기 국유지 조사와 토지조사사업,최원규,혜안
2020,2258,현장 방언과 문헌 방언 연구,백두현,역락
2020,2259,도서명,저자명,출판사명
2020,2260,(4차 산업혁명을 위한) 융합 개론,이병욱 외,21세기사
2020,2261,"(Design expert, Minitab과 R을 활용한) 실험계획법",임용빈,자유아카데미
2020,2262,(IBM QX로 배우는) 양자 컴퓨팅 : 양자 컴포저와 키스킷을 활용한 양자 컴퓨팅의 이해,"크리스틴 콜벳 모란 저, 황진호 역",에이콘
2020,2263,(갈라파고스에서 들려주는) 진화생물학 이야기,안현수 외,GIST PRESS(광주과학기술원)
2020,2264,"(김기현의) 자연어 처리 딥러닝 캠프 : 딥러닝 기반의 자연어 처리 기초부터 심화까지, 파이토치 편",김기현,한빛미디어
2020,2265,(동양인의) 더모스코피,"오오하라 쿠니아키 저, 허창훈 외 역",정우의학서적
2020,2266,(마츠모토 유키히로의) 프로그래밍 언어 만들기 : Ruby 및 Streem을 통한 언어 제작 과정 살펴보기,"마츠모토 유키히로 저, 김성준 역",에이콘
2020,2267,(알수록 재미있는) 신경학,대한신경과학회,범문에듀케이션
2020,2268,(우리가정말알아야할) 우리종,이장무 외,나녹
2020,2269,(인공지능 시대의) 회전기기 진단 : 전원신호 분석 기법을 활용,정재천,GS인터비전
2020,2270,(증례로 배우는) 수면장애,정기영 외,범문에듀케이션
2020,2271,(標點懸吐譯註) 醫門棒喝,"章楠 저, 蘇在振 표점·현토·역주",물고기숲
2020,2272,(프로젝트 기반의) 통계적 문제 해결,고승곤,KYOWOO
2020,2273,4차산업혁명과 교육,김진수 외,공감북스
2020,2274,SAS Viya 기반의 실무에 바로 적용하는 머신러닝,강봉주,자유아카데미
2020,2275,게임 서버 프로그래밍 교과서,배현직,길벗
2020,2276,게임엔진 아키텍처 : 게임 프로그래밍 전공필수 교과서,"Jason Gregory 저, 이대현 외 역",홍릉과학출판사
2020,2277,교정치료학 : 기본치료개념,"Andrea Wichelhaus 외 저, 황충주 외 역",대한나래출판사
2020,2278,구강악안면병리학,대한구강악안면병리학회,대한나래출판사
2020,2279,구조심질환 매뉴얼,구조심질환연구회,메디컬에듀케이션
2020,2280,국제 수학교육 연구 핸드북,"Lyn D. Englis 외 편, 김진호 외 역",KYOWOO
2020,2281,궁금한 D&A 이야기 : DNA증거를 찾아라!,임시근,성균관대학교출판부
2020,2282,근거기반간호 총론,대표저자 오의금 외,HN미디어
2020,2283,기본입자를 찾아서,"Lincoln Wolfenstein 외 저, 이종백 외 역",전남대학교출판문화원
2020,2284,"뇌복제와 인공지능 시대 : 인간노동도 자본처럼 성장하는 사회, 인류의 후손인 인공지능들이 살아가는 이야기","로빈 핸슨 저, 최순덕 외 역",씨아이알
2020,2285,다낭성 난소증후군,대표저자 최영민,군자출판사
2020,2286,대학 혁신을 위한 빅데이터와 학습분석 : 이론과 실제,"Ben Kei Daniel 저, 배상훈 외 역",시그마프레스
2020,2287,더 나은 세상을 디자인하다 : 대한민국 토목기술의 역사,장승필 외,KSCE PRESS
2020,2288,"데이터 사이언스 디자인 매뉴얼 : 초보자를 위한 직관적 설명, 수학증명 접근","Steven S. Skiena 저, 나연묵 외 역",홍릉과학출판사
2020,2289,도시개발 이론과 실무,김석명,KSCE PRESS
2020,2290,마스터링 분산 추적 : 마이크로서비스 기반 아키텍처의 성능 분석과 관리를 위한 분산 트레이싱,"유리 슈쿠로 저, 홍성민 외 역",위키북스 : 주식회사 위키아카데미
2020,2291,"미술관에 GAN 딥러닝 실전 프로젝트 : GAN으로 쓰기, 그리기, 게임하기, 작곡하기","데이비드 포스터 저, 박해선 역",한빛미디어
2020,2292,북한의 농업정책과 식량문제,차종환,문운당
2020,2293,"블록체인 완전정복 2/e : 기초 이론부터 애플리케이션 개발, 실제까지 제대로 배우기","임란 바쉬르 저, 이태휘 역",에이콘
2020,2294,생물학이 철학을 어떻게 말하는가,"데이비드 리빙스턴 스미스 저, 뇌신경철학연구회 역",철학과 현실사
2020,2295,생활과학에 대한 새로운 이해,박희진 외,신정
2020,2296,소방한국사,우성천,신광문화사
2020,2297,소프트웨어공학 이야기,차성덕,도서출판 홍릉
2020,2298,수소안전개론,문일 외,청송미디어 : 연세대학교대학출판문화원
2020,2299,수학적 전투모델링과 컴퓨터 워게임 : 전쟁의 기억과 미래,권오정,북스힐
2020,2300,시공간의 물리학,"에드윈 테일러 외 저, 오기영 역",북스힐
2020,2301,신경망과 심층학습 : 뉴럴 네트워크와 딥러닝 교과서,"차루 C. 아가르왈 저, 류광 역",Jpub(제이펍)
2020,2302,심부전,대한심부전학회,도서출판 대한의학 : ㈜에스앤씨퍼블리싱
2020,2303,알고리즘이 욕망하는 것들 : 우리 삶과 사회 깊숙이 침투한 알고리즘의 내면을 성찰하다,"에드 핀 저, 이로운 역",한빛미디어
2020,2304,양자 컴퓨터 프로그래밍 : IBM Q experience로 하는 양자 컴퓨터 프로그래밍,"블라디미르 실바 저, 이정문 역",에이콘
2020,2305,양자 컴퓨팅 입문: 간결하게 배우는 양자 컴퓨팅,"파라그 랄라 저, 이태휘 역",에이콘
2020,2306,에브리데이 크립토그래피 2/e : 수학 없이 쉽게 배우는 암호학의 모든 것,"키스 M. 마틴 저, 김상현 역",에이콘
2020,2307,융합교육의 발견 : 문제해결 프로젝트,정영철,휴먼싸이언스
2020,2308,인간의 심리를 조작하는 사회공학기술,김석수 ,집문당
2020,2309,인터네트워콜로지 2.0,이훈,홍릉과학출판사
2020,2310,자연어 처리와 컴퓨터 언어학 : 파이썬으로 개발하는 자연어 처리 서비스,"바라가브 스리니바사 디지칸 저, 마창수 역",에이콘
2020,2311,자연어처리 바이블 : 핵심이론 응용시스템 딥러닝 ,임희석 외,휴먼싸이언스
2020,2312,장애인치과학,대한장애인치과학회 편찬위원회,대한나래출판사
2020,2313,적정기술이 만드는 아름다운 세상,유영제,나녹
2020,2314,정수와 암호론,최은미,북스힐
2020,2315,조선후기 儀象改修論과 儀象 정책,구만옥,혜안
2020,2316,중경서 독법 강해,이한영 ,집문당
2020,2317,중국수학사,"李儼 외 저, 안대옥 역",예문서원
2020,2318,지형학의 기초,김종욱,서울대학교출판문화원
2020,2319,창상감염,대한창상학회,군자출판사
2020,2320,"천연약물도감 : 백세시대 건강 지침서(Ⅰ,Ⅱ)",배기환,(주)교학사
2020,2321,치과 처방의 완성,김영진,지성출판사
2020,2322,컴퓨터 시대의 통계적 추론 : 알고리즘과 추론의 관계와 역할,"브래들리 에프론 외 저, 이병욱 역",에이콘
2020,2323,코틀린으로 배우는 함수형 프로그래밍,조재용 외,인사이트
2020,2324,태아심장박동모니터링,김광준 외 편,가본의학서적
2020,2325,터널공학,신종호,씨아이알
2020,2326,텐서플로로 배우는 딥러닝,박혜정 외,한빛아카데미
2020,2327,"피부 진피재생 : 스킨부스터와 피부 장벽, 물광주사",대한미용성형레이저의학회,도서출판 엠디월드
2020,2328,한국 태권도연구사의 검토,허진석 외,글누림
2020,2329,한국의 과학기술과 여성,김영희 외,들녘
2020,2330,현대 수학의 빅 아이디어 : 소수의 음모,"토머스 린 편집, 이덕환 역",까치
2020,2331,확률변수론,송익호,생능출판
2020,2332,환경미생물학,김동석 외,도서출판 동화기술
