,주류,제목,저자,링크,출판사,출판 연도
620,700,(학예사를 위한) 예술론과 서양미술사,김성래 金聖來,https://library.yonsei.ac.kr/search/detail/CATTOT000002145824,예문사,2023
621,700,(헤르만 헤르츠버거의) 건축수업 : 모든 사람을 행복하게 하는 건축가,"Hertzberger, Herman",https://library.yonsei.ac.kr/search/detail/CATTOT000000740826,효형출판,2009
622,700,20세기의 피아노 음악 : 드뷔시에서 볼콤까지,서혜영,https://library.yonsei.ac.kr/search/detail/CATTOT000000120210,지음,2004
623,700,Advanced concepts in no-limit hold'em : a modern approach to poker analysis,"Cichy, Hunter",https://library.yonsei.ac.kr/search/detail/CATTOT000002040542,D＆B Poker,2017
624,700,Art must be artifical : perspectives of AI in the visual arts,"Neutres, Jérôme",https://library.yonsei.ac.kr/search/detail/CATTOT000002189417,Skira ; Ministry of Culture,2023
625,700,Exit utopia : architectural provocations 1956-76,"Schaik, Martin van",https://library.yonsei.ac.kr/search/detail/CATTOT000001328638,Prestel Pub.,2005
626,700,Flowering in the shadows : women in the history of Chinese and Japanese painting,"Weidner, Marsha Smith",https://library.yonsei.ac.kr/search/detail/CATTOT000001260381,University of Hawaii Press,1990
627,700,Franz Liszt and his world,"Gibbs, Christopher Howard",https://library.yonsei.ac.kr/search/detail/CATTOT000001612106,Princeton University Press,2006
628,700,"Houses : Kazuyo Sejima + Ryue Nishizawa, SANAA","Pérez Rubio, Agustín",https://library.yonsei.ac.kr/search/detail/CATTOT000001342185,"ACTAR ; MUSAC,",2007
629,700,Jackie Robinson and the integration of baseball,"Simon, Scott",https://library.yonsei.ac.kr/search/detail/CATTOT000001247907,John Wiley & Sons,2002
630,700,The changing image of Beethoven : a study in mythmaking,"Comini, Alessandra",https://library.yonsei.ac.kr/search/detail/CATTOT000001377060,Rizzoli,1987
631,700,The story of art,"Gombrich, E. H. (Ernst Hans)",https://library.yonsei.ac.kr/search/detail/CATTOT000001295122,Phaidon,1995
632,700,게임 : 행위성의 예술,"Nguyen, C. Thi",https://library.yonsei.ac.kr/search/detail/CATTOT000002136555,워크룸프레스,2022
633,700,게임 기획의 정석 : 엔지니어링 경험을 위한 가이드,"Sylvester, Tynan",https://library.yonsei.ac.kr/search/detail/CATTOT000002199862,스타비즈,2024
634,700,경험으로서의 예술,"Dewey, John",https://library.yonsei.ac.kr/search/detail/CATTOT000002034281,책세상,2020
635,700,관객의 학교 : 공연 기호학,"Ubersfeld, Anne",https://library.yonsei.ac.kr/search/detail/CATTOT000000848631,아카넷,2012
636,700,국악개론,김영운 金英云,https://library.yonsei.ac.kr/search/detail/CATTOT000001998829,음악세계,2020
637,700,국악은 젊다 : 처음 만나는 우리 소리,이주항,https://library.yonsei.ac.kr/search/detail/CATTOT000001757401,예경,2015
638,700,금요일,배진수,https://library.yonsei.ac.kr/search/detail/CATTOT000002159446,소담출판사,2013
639,700,금요일. 2,배진수,https://library.yonsei.ac.kr/search/detail/CATTOT000002159445,소담출판사,2018
640,700,"녹파잡기 : 조선 문화예술계 최고의 스타, 평양 기생 66명을 인터뷰하다",한재락 韓在洛,https://library.yonsei.ac.kr/search/detail/CATTOT000001873775,Humanist,2017
641,700,도쿄를 바꾼 빌딩들 : 디벨로퍼와 함께하는 도쿄여행,박희윤,https://library.yonsei.ac.kr/search/detail/CATTOT000002193595,북스톤,2024
642,700,메이저리그 레전드 : 미국 프로야구 140년 전설이 된 야구인 이야기,김형준,https://library.yonsei.ac.kr/search/detail/CATTOT000000788399,한스컨텐츠,2011
643,700,"메이저리그 전설들. 1, 야구공을 파괴한 타자들",김형준,https://library.yonsei.ac.kr/search/detail/CATTOT000002085294,북콤마,2021
644,700,"메이저리그, 진심의 기록 : 숫자 대신 마음으로 쓴 MLB 이야기",전훈칠,https://library.yonsei.ac.kr/search/detail/CATTOT000002141364,싱긋 : 교유당,2023
645,700,"모든 것은 기본에서 시작한다 : 실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",손웅정,https://library.yonsei.ac.kr/search/detail/CATTOT000002078156,수오서재,2021
646,700,미술과 혁명,최태만,https://library.yonsei.ac.kr/search/detail/CATTOT000000637673,재원,1998
647,700,"미술관에서는 언제나 맨얼굴이 된다 : 새하얀 밤을 견디게 해준 내 인생의 그림, 화가 그리고 예술에 관하여",이세라,https://library.yonsei.ac.kr/search/detail/CATTOT000002013717,나무의철학,2020
648,700,미술품 감정과 위작 : 박수근·이중섭·김환기 작품의 위작 사례로 본 감정의 세계,송향선 宋香善,https://library.yonsei.ac.kr/search/detail/CATTOT000002128383,아트북스,2022
649,700,"민훈기의 메이저리그, 메이저리거",민훈기,https://library.yonsei.ac.kr/search/detail/CATTOT000000222331,미래를소유한사람들,2008
650,700,방구석 미술관 : 가볍고 편하게 시작하는 유쾌한 교양 미술,조원재,https://library.yonsei.ac.kr/search/detail/CATTOT000001916431,블랙피쉬 : 백도씨,2018
651,700,"빠졌어, 너에게",화산야마 和山やま,https://library.yonsei.ac.kr/search/detail/CATTOT000002103798,문학동네,2021
652,700,샤갈 : 몽상의 은유,"Marchesseau, Daniel",https://library.yonsei.ac.kr/search/detail/CATTOT000000679090,시공사,1999
653,700,서랍 속 테라리움 : 구이 료코 작품집,구정양자 九井諒子,https://library.yonsei.ac.kr/search/detail/CATTOT000001927864,한스미디어,2014
654,700,서양예술사,"Gombrich, E. H. (Ernst Hans)",https://library.yonsei.ac.kr/search/detail/CATTOT000002113880,예경,2017
655,700,여학교의 별. 3,화산야마 和山やま,https://library.yonsei.ac.kr/search/detail/CATTOT000002153397,문학동네,2023
656,700,영화는 두 번 시작된다 : 이동진 영화평론집 : 2019~1999,이동진,https://library.yonsei.ac.kr/search/detail/CATTOT000001969500,위즈덤하우스,2019
657,700,영화도둑일기,한민수,https://library.yonsei.ac.kr/search/detail/CATTOT000002199219,미디어버스,2024
658,700,영화란 무엇인가?,"Bazin, André",https://library.yonsei.ac.kr/search/detail/CATTOT000000869964,사문난적,2013
659,700,영화로 보는 현대음악,임지선 林志宣,https://library.yonsei.ac.kr/search/detail/CATTOT000000891716,수문당,2014
660,700,영화의 이론,"Balázs, Béla",https://library.yonsei.ac.kr/search/detail/CATTOT000000003152,東文選,2003
661,700,영화의 환상성,"Leutrat, Jean-Louis",https://library.yonsei.ac.kr/search/detail/CATTOT000000041411,東文選,2002
662,700,용의 귀여운 일곱 아이 : 쿠이 료코 작품집,구정양자 九井諒子,https://library.yonsei.ac.kr/search/detail/CATTOT000001993528,소미미디어,2016
663,700,"원시적 열정 : 시각, 섹슈얼리티, 민족지, 현대중국영화","Chow, Rey",https://library.yonsei.ac.kr/search/detail/CATTOT000000090903,이산,2004
664,700,이탈리아 미술관 산책 : 예술의 천국을 함께 거닐다,한광우,https://library.yonsei.ac.kr/search/detail/CATTOT000002180027,Sigongart,2023
665,700,익명의 독서 중독자들,이창현,https://library.yonsei.ac.kr/search/detail/CATTOT000001960093,사계절,2018
666,700,인생은 순간이다 : 삶이라는 타석에서 평생 지켜온 철학,김성근 金星根,https://library.yonsei.ac.kr/search/detail/CATTOT000002176467,다산북스,2023
667,700,절대강좌! 유니티 : Unity 전문 개발자가 알려주는 효과적인 게임 제작 기법,이재현,https://library.yonsei.ac.kr/search/detail/CATTOT000001901767,위키북스,2018
668,700,주거해부도감 : 집짓기의 철학을 담고 생각의 각도를 바꾸어주는 따뜻한 건축책,증전주 增田奏,https://library.yonsei.ac.kr/search/detail/CATTOT000000838112,더숲,2012
669,700,중간 예술,"Bourdieu, Pierre",https://library.yonsei.ac.kr/search/detail/CATTOT000000109944,현실문화연구,2004
670,700,처음 만나는 영화 : 내 영혼을 울린 문학텍스트로서의 영화,김성곤 金聖坤,https://library.yonsei.ac.kr/search/detail/CATTOT000001828942,알에이치코리아,2017
671,700,치즈인더트랩 : season 4. 3,순끼,https://library.yonsei.ac.kr/search/detail/CATTOT000001969570,위즈덤하우스,2017
672,700,치즈인더트랩 : season 4. 4,순끼,https://library.yonsei.ac.kr/search/detail/CATTOT000001969526,위즈덤하우스,2018
673,700,포스트드라마 연극,"Lehmann, Hans-Thies",https://library.yonsei.ac.kr/search/detail/CATTOT000000862832,현대미학사,2013
674,700,포스트드라마 연극의 지각방식과 관객의 역할 : 수행적인 것의 미학의 성과와 한계,김형기 金亨起,https://library.yonsei.ac.kr/search/detail/CATTOT000001748232,푸른사상,2014
675,700,하늘의 여왕 : 이미지로 본 「성모대관」의 다층적 의미,정은진,https://library.yonsei.ac.kr/search/detail/CATTOT000000810216,서강대학교 출판부,2011
676,700,한계선을 넘다 : 『눈물을 마시는 새』 게임·영상화를 위한 아트북,크래프톤,https://library.yonsei.ac.kr/search/detail/CATTOT000002131732,황금가지,2022
677,700,한국 근대 미술을 빛낸 그림들,정준모 丁俊模,https://library.yonsei.ac.kr/search/detail/CATTOT000000875861,컬처북스,2014
678,700,한국 뉴 웨이브의 정치적 기억 : <아름다운 청년 전태일>과 <꽃잎>,연세대학교. 미디어아트연구소,https://library.yonsei.ac.kr/search/detail/CATTOT000000148507,연세대학교 출판부,2007
679,700,한국건축 중국건축 일본건축 : 동아시아 속 우리 건축 이야기,김동욱,https://library.yonsei.ac.kr/search/detail/CATTOT000001733367,김영사,2015
680,700,한국디자인사 : 서구의 디자인사를 백번 들여다보아도 이해할 수 없는 우리 디자인 이야기 : [1920년대부터 2000년대까지],김종균 金宗均,https://library.yonsei.ac.kr/search/detail/CATTOT000000206024,미진사,2008
681,700,한국영화사 공부 : 1980~1997,유지나 劉智那,https://library.yonsei.ac.kr/search/detail/CATTOT000000108822,이채,2005
682,700,한국의 디자인,김종균,https://library.yonsei.ac.kr/search/detail/CATTOT000000870991,안그라픽스,2013
683,700,한국의 디자인 : 산업·문화·역사,박해천,https://library.yonsei.ac.kr/search/detail/CATTOT000000106662,시지락,2005
684,700,한국의 미술들 : 개항에서 해방까지,김영나 金英那,https://library.yonsei.ac.kr/search/detail/CATTOT000002180454,워크룸프레스,2024
685,700,"한국주택 유전자. 2, 아파트는 어떻게 절대 우세종이 되었을까?",박철수,https://library.yonsei.ac.kr/search/detail/CATTOT000002061081,마티,2021
686,700,항상 라캉에 대해 알고 싶었지만 감히 히치콕에게 물어보지 못한 모든 것,"Žižek, Slavoj",https://library.yonsei.ac.kr/search/detail/CATTOT000000661089,새물결,2001
687,700,해방된 관객,"Rancière, Jacques",https://library.yonsei.ac.kr/search/detail/CATTOT000001789357,현실문화,2016
688,700,현대 조각의 흐름,"Krauss, Rosalind E",https://library.yonsei.ac.kr/search/detail/CATTOT000000547782,예경,1997
689,700,(10개의 시점으로 보는) 영화감상법,전찬일 全燦一,https://library.yonsei.ac.kr/search/detail/CATTOT000002194160,Old Stairs,2024
690,700,(2016) 한국의 부채그림 : 서예·문인화·캘리그라피·민화·한국화·서양화,,https://library.yonsei.ac.kr/search/detail/CATTOT000001802033,이화문화출판사,2016
691,700,(C. P. E 바흐의) 올바른 피아노 연주법,"Bach, Carl Philipp Emanuel",https://library.yonsei.ac.kr/search/detail/CATTOT000001950833,예솔,2014
692,700,(Lovely swimmer 이현진의) 퍼펙트 수영교본,이현진,https://library.yonsei.ac.kr/search/detail/CATTOT000002146438,Samho Media,2020
693,700,(post' 60) 현대독일연극,"Englhart, Andreas",https://library.yonsei.ac.kr/search/detail/CATTOT000002073795,연극과인간,2017
694,700,(건강관리를 위한) 레저스포츠론,김윤태,https://library.yonsei.ac.kr/search/detail/CATTOT000000249971,대경북스,2008
695,700,(건축 디자인을 위한)Auto CAD 단계별 실습 : Release 12/13,박동구,https://library.yonsei.ac.kr/search/detail/CATTOT000000541627,泰成出版社,1996
696,700,(경성의) 아[파]트,박철수,https://library.yonsei.ac.kr/search/detail/CATTOT000002057349,집,2021
697,700,(교주) 조선창극사,정노식 鄭魯湜,https://library.yonsei.ac.kr/search/detail/CATTOT000002011384,태학사,2020
698,700,(국역) 경성도시계획조사서,이연식,https://library.yonsei.ac.kr/search/detail/CATTOT000001823070,서울역사편찬원,2016
699,700,(그라우트의) 서양 음악사. 상,"Grout, Donald Jay",https://library.yonsei.ac.kr/search/detail/CATTOT000000728903,이앤비플러스,2009
700,800,도시와 그 불확실한 벽 : 무라카미 하루키 장편소설,촌상춘수 村上春樹,https://library.yonsei.ac.kr/search/detail/CATTOT000002166498,문학동네,2023
701,800,이처럼 사소한 것들 : 클레어 키건 소설,"Keegan, Claire",https://library.yonsei.ac.kr/search/detail/CATTOT000002176819,다산책방,2023
702,800,구의 증명 : 최진영 소설,최진영,https://library.yonsei.ac.kr/search/detail/CATTOT000001752840,은행나무,2015
703,800,아주 희미한 빛으로도 : 최은영 소설,최은영,https://library.yonsei.ac.kr/search/detail/CATTOT000002162328,문학동네,2023
704,800,왜 나는 너를 사랑하는가,"De Botton, Alain",https://library.yonsei.ac.kr/search/detail/CATTOT000000160827,청미래,2007
705,800,"물고기는 존재하지 않는다 : 상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기","Miller, Lulu",https://library.yonsei.ac.kr/search/detail/CATTOT000002084316,곰출판,2021
706,800,작별하지 않는다 : 한강 장편소설,한강 韓江,https://library.yonsei.ac.kr/search/detail/CATTOT000002073918,문학동네,2021
707,800,"칵테일, 러브, 좀비",조예은,https://library.yonsei.ac.kr/search/detail/CATTOT000002004229,안전가옥,2020
708,800,달러구트 꿈 백화점 : 주문하신 꿈은 매진입니다 : 이미예 장편소설,이미예,https://library.yonsei.ac.kr/search/detail/CATTOT000002017404,팩토리나인,2020
709,800,나는 메트로폴리탄 미술관의 경비원입니다 : 가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,"Bringley, Patrick",https://library.yonsei.ac.kr/search/detail/CATTOT000002176060,웅진지식하우스,2023
710,800,시선으로부터 : 정세랑 장편소설,정세랑 鄭世朗,https://library.yonsei.ac.kr/search/detail/CATTOT000002007927,문학동네,2020
711,800,여행의 이유 : 김영하 산문,김영하 金英夏,https://library.yonsei.ac.kr/search/detail/CATTOT000001949419,문학동네,2019
712,800,작별인사 : 김영하 장편소설,김영하 金英夏,https://library.yonsei.ac.kr/search/detail/CATTOT000002102839,복복서가,2022
713,800,트러스트 : 에르난 디아스 장편소설,"Díaz, Hernán",https://library.yonsei.ac.kr/search/detail/CATTOT000002143538,문학동네,2023
714,800,7년의 밤 : 정유정 장편소설,정유정 丁柚井,https://library.yonsei.ac.kr/search/detail/CATTOT000000780742,은행나무,2011
715,800,참을 수 없는 존재의 가벼움,"Kundera, Milan",https://library.yonsei.ac.kr/search/detail/CATTOT000001941494,민음사,2018
716,800,1cm 다이빙,장태수,https://library.yonsei.ac.kr/search/detail/CATTOT000001990507,피카,2020
717,800,고래 : 천명관 장편소설,천명관,https://library.yonsei.ac.kr/search/detail/CATTOT000000083614,문학동네,2004
718,800,나는 소망한다 내게 금지된 것을 : 양귀자 장편소설,양귀자 梁貴子,https://library.yonsei.ac.kr/search/detail/CATTOT000002003213,쓰다,2019
719,800,맡겨진 소녀,"Keegan, Claire",https://library.yonsei.ac.kr/search/detail/CATTOT000002152133,다산책방,2023
720,800,미드나잇 라이브러리,"Haig, Matt",https://library.yonsei.ac.kr/search/detail/CATTOT000002056835,인플루엔셜,2021
721,800,불편한 편의점 : 김호연 장편소설. 2,김호연,https://library.yonsei.ac.kr/search/detail/CATTOT000002118118,나무옆의자,2022
722,800,상실의 시대,촌상춘수 村上春樹,https://library.yonsei.ac.kr/search/detail/CATTOT000000036851,문학사상사,2002
723,800,새 논문작성법,연세대학교. 연구처,https://library.yonsei.ac.kr/search/detail/CATTOT000000636601,연세대학교 출판부,1998
724,800,용의자 X의 헌신 : [히가시노 게이고 장편소설],동야규오 東野圭吾,https://library.yonsei.ac.kr/search/detail/CATTOT000000196948,현대문학,2006
725,800,우리가 빛의 속도로 갈 수 없다면 : 김초엽 소설,김초엽,https://library.yonsei.ac.kr/search/detail/CATTOT000001958427,허블,2019
726,800,종이 여자 : 기욤 뮈소 장편소설,"Musso, Guillaume",https://library.yonsei.ac.kr/search/detail/CATTOT000000775227,밝은세상,2010
727,800,채식주의자 : 한강 연작소설,한강 韓江,https://library.yonsei.ac.kr/search/detail/CATTOT000000174168,창비,2007
728,800,파과 : 구병모 장편소설,구병모 具竝模,https://library.yonsei.ac.kr/search/detail/CATTOT000001904002,위즈덤하우스,2018
729,800,가여운 것들,"Gray, Alasdair",https://library.yonsei.ac.kr/search/detail/CATTOT000002152184,황금가지,2023
730,800,구의 증명 : 최진영 소설,최진영,https://library.yonsei.ac.kr/search/detail/CATTOT000002154036,은행나무,2023
731,800,귀신들의 땅 : 천쓰홍 장편 소설,진사굉 陳思宏,https://library.yonsei.ac.kr/search/detail/CATTOT000002180383,민음사,2023
732,800,너의 목소리가 들려 : 김영하 장편소설,김영하,https://library.yonsei.ac.kr/search/detail/CATTOT000000813327,문학동네,2012
733,800,바깥은 여름 : 김애란 소설,김애란 金愛爛,https://library.yonsei.ac.kr/search/detail/CATTOT000001850513,문학동네,2017
734,800,쇼코의 미소 : 최은영 소설,최은영,https://library.yonsei.ac.kr/search/detail/CATTOT000001793868,문학동네,2016
735,800,아버지의 해방일지 : 정지아 장편소설,정지아 鄭智我,https://library.yonsei.ac.kr/search/detail/CATTOT000002121523,창비,2022
736,800,종의 기원 : 정유정 장편소설,정유정 丁柚井,https://library.yonsei.ac.kr/search/detail/CATTOT000001783861,은행나무,2016
737,800,트로피컬 나이트 : 조예은 소설집,조예은,https://library.yonsei.ac.kr/search/detail/CATTOT000002117101,한겨레출판,2022
738,800,한국이 싫어서 : 장강명 장편소설,장강명,https://library.yonsei.ac.kr/search/detail/CATTOT000000915512,민음사,2015
739,800,"(서울 자가에 대기업 다니는) 김 부장 이야기. 1, 김 부장 편",송희구,https://library.yonsei.ac.kr/search/detail/CATTOT000002070582,서삼독,2021
740,800,"김수영 전집. 1, 시",김수영 金洙暎,https://library.yonsei.ac.kr/search/detail/CATTOT000000002402,민음사,2003
741,800,나는 나를 파괴할 권리가 있다 : 김영하 장편소설,김영하 金英夏,https://library.yonsei.ac.kr/search/detail/CATTOT000000773737,문학동네,2010
742,800,낯선 시간속으로 : 이인성소설집,이인성,https://library.yonsei.ac.kr/search/detail/CATTOT000000243566,문학과 지성사,1997
743,800,눈부신 안부 : 백수린 장편소설,백수린 白秀麟,https://library.yonsei.ac.kr/search/detail/CATTOT000002153388,문학동네,2023
744,800,대도시의 사랑법 : 박상영 연작소설,박상영 朴相映,https://library.yonsei.ac.kr/search/detail/CATTOT000001958851,창비,2019
745,800,대망. 6 : 영웅,산강장팔 山岡莊八,https://library.yonsei.ac.kr/search/detail/CATTOT000000076774,동서문화사,2005
746,800,데미안,"Hesse, Hermann",https://library.yonsei.ac.kr/search/detail/CATTOT000000787152,민음사,2000
747,800,메리골드 마음 세탁소 : 윤정은 장편소설,윤정은,https://library.yonsei.ac.kr/search/detail/CATTOT000002142661,북로망스,2023
748,800,모순 : 양귀자 소설,양귀자 梁貴子,https://library.yonsei.ac.kr/search/detail/CATTOT000000853262,쓰다,2013
749,800,므레모사 : 김초엽 소설,김초엽,https://library.yonsei.ac.kr/search/detail/CATTOT000002087120,현대문학,2021
750,800,밝은 밤 : 최은영 장편소설,최은영,https://library.yonsei.ac.kr/search/detail/CATTOT000002067429,문학동네,2021
751,800,불편한 편의점 : 김호연 장편소설,김호연,https://library.yonsei.ac.kr/search/detail/CATTOT000002059070,나무옆의자,2021
752,800,블랙 쇼맨과 이름 없는 마을의 살인,동야규오 東野圭吾,https://library.yonsei.ac.kr/search/detail/CATTOT000002031151,알에이치코리아,2020
753,800,사랑을 무게로 안 느끼게 : 박완서 에세이,박완서 朴婉緖,https://library.yonsei.ac.kr/search/detail/CATTOT000002183558,세계사,2024
754,800,"사랑이라니, 선영아",김연수 金衍洙,https://library.yonsei.ac.kr/search/detail/CATTOT000000207946,작가정신,2008
755,800,수확자 : 닐 셔스터먼 장편소설,"Shusterman, Neal",https://library.yonsei.ac.kr/search/detail/CATTOT000002139128,열린책들,2023
756,800,심판,"Werber, Bernard",https://library.yonsei.ac.kr/search/detail/CATTOT000002021537,열린책들,2020
757,800,아가미 : 구병모 장편소설,구병모 具竝模,https://library.yonsei.ac.kr/search/detail/CATTOT000001896474,위즈덤하우스,2018
758,800,아홉 켤레의 구두로 남은 사내 : 尹興吉 小說集,윤흥길 尹興吉,https://library.yonsei.ac.kr/search/detail/CATTOT000000297754,文學과知性社,1977
759,800,"어서 오세요, 휴남동 서점입니다 : 황보름 장편소설",황보름,https://library.yonsei.ac.kr/search/detail/CATTOT000002090015,클레이하우스,2022
760,800,완전한 행복 : 정유정 장편소설,정유정,https://library.yonsei.ac.kr/search/detail/CATTOT000002060972,은행나무,2021
761,800,천 개의 파랑 : 천선란 장편소설,천선란,https://library.yonsei.ac.kr/search/detail/CATTOT000002019106,허블,2020
762,800,천변풍경 : 박태원 장편소설,박태원 朴泰遠,https://library.yonsei.ac.kr/search/detail/CATTOT000000121342,문학과지성사,2005
763,800,침이 고인다 : 김애란 소설집,김애란 金愛爛,https://library.yonsei.ac.kr/search/detail/CATTOT000000156913,문학과지성사,2007
764,800,파견자들 : 김초엽 장편소설,김초엽,https://library.yonsei.ac.kr/search/detail/CATTOT000002173100,퍼블리온,2023
765,800,파친코 : [이민진 장편소설]. 2,"Lee, Min Jin",https://library.yonsei.ac.kr/search/detail/CATTOT000001895730,문학사상,2018
766,800,프로젝트 헤일메리,"Weir, Andy",https://library.yonsei.ac.kr/search/detail/CATTOT000002057098,RH Korea,2021
767,800,한번에 통과하는 논문 : AMOS 구조방정식 활용과 SPSS 고급 분석,히든그레이스. 논문통계팀,https://library.yonsei.ac.kr/search/detail/CATTOT000001932805,한빛아카데미,2018
768,800,황금종이 : 조정래 장편소설. 2,조정래 趙廷來,https://library.yonsei.ac.kr/search/detail/CATTOT000002175617,해냄,2023
769,800,(행복한) 만찬 : [공선옥 음식 산문집],공선옥 孔善玉,https://library.yonsei.ac.kr/search/detail/CATTOT000000244573,달,2008
770,800,M. 나비,"Hwang, David Henry",https://library.yonsei.ac.kr/search/detail/CATTOT000000630826,동인,1998
771,800,고래 : 천명관 장편소설,천명관 千明官,https://library.yonsei.ac.kr/search/detail/CATTOT000002153408,문학동네,2023
772,800,금단의 마술,동야규오 東野圭吾,https://library.yonsei.ac.kr/search/detail/CATTOT000002187483,재인,2023
773,800,나미야 잡화점의 기적 : 히가시노 게이고 장편소설,동야규오 東野圭吾,https://library.yonsei.ac.kr/search/detail/CATTOT000000838607,현대문학,2012
774,800,남원고사 원전 비평,이윤석 李胤錫,https://library.yonsei.ac.kr/search/detail/CATTOT000000218193,보고사,2009
775,800,낯선 시간 속으로 : 이인성 소설집,이인성,https://library.yonsei.ac.kr/search/detail/CATTOT000000295506,文學과知性社,1983
776,800,내게 무해한 사람 : 최은영 소설,최은영,https://library.yonsei.ac.kr/search/detail/CATTOT000001905250,문학동네,2018
777,800,너무나 많은 여름이,김연수,https://library.yonsei.ac.kr/search/detail/CATTOT000002158255,레제,2023
778,800,노멀 피플 : 샐리 루니 장편소설,"Rooney, Sally",https://library.yonsei.ac.kr/search/detail/CATTOT000002004274,Arte,2020
779,800,녹나무의 여신,동야규오 東野圭吾,https://library.yonsei.ac.kr/search/detail/CATTOT000002200597,소미미디어,2024
780,800,논문작성법,김태수 金泰樹,https://library.yonsei.ac.kr/search/detail/CATTOT000000776783,연세대학교 출판부,2010
781,800,단순한 진심 : 조해진 장편소설,조해진,https://library.yonsei.ac.kr/search/detail/CATTOT000001961358,민음사,2019
782,800,닫힌 방 ; 악마와 선한 신,"Sartre, Jean Paul",https://library.yonsei.ac.kr/search/detail/CATTOT000000874474,민음사,2013
783,800,당신을 위한 것이나 당신의 것은 아닌 : 서울과 파리를 걸으며 생각한 것들 : 정지돈 산문,정지돈,https://library.yonsei.ac.kr/search/detail/CATTOT000002075188,문학동네,2021
784,800,대망. 7 : 승패,산강장팔 山岡莊八,https://library.yonsei.ac.kr/search/detail/CATTOT000000076773,동서문화사,2005
785,800,동양선비 서양에 가시다,강용흘 姜鏞訖,https://library.yonsei.ac.kr/search/detail/CATTOT000000696418,범우사,2000
786,800,리틀 라이프 : 한야 야나기하라 장편소설. 1,"Yanagihara, Hanya",https://library.yonsei.ac.kr/search/detail/CATTOT000001796216,시공사,2016
787,800,리틀 라이프 : 한야 야나기하라 장편소설. 2,"Yanagihara, Hanya",https://library.yonsei.ac.kr/search/detail/CATTOT000001796217,시공사,2016
788,800,멋진 신세계,"Huxley, Aldous",https://library.yonsei.ac.kr/search/detail/CATTOT000001893713,문예출판사,2018
789,800,문법은 아름다운 노래 : 에릭 오르세나 소설,"Orsenna, Erik",https://library.yonsei.ac.kr/search/detail/CATTOT000000168370,Media 2.0,2006
790,800,백야행 : 히가시노 게이고 장편소설. 1,동야규오 東野圭吾,https://library.yonsei.ac.kr/search/detail/CATTOT000000217983,태동출판사,2009
791,800,브로콜리 펀치 : 이유리 소설집,이유리,https://library.yonsei.ac.kr/search/detail/CATTOT000002081351,문학과지성사,2021
792,800,"삼체. 1부, 삼체문제",유자흔 劉慈欣,https://library.yonsei.ac.kr/search/detail/CATTOT000002160635,자음과모음,2020
793,800,세계의 끝과 하드보일드 원더랜드. 2,촌상춘수 村上春樹,https://library.yonsei.ac.kr/search/detail/CATTOT000002015063,민음사,2020
794,800,소네치카 : 류드밀라 울리츠카야 걸작선,"Ulitskaia, Liudmila",https://library.yonsei.ac.kr/search/detail/CATTOT000000863024,비채,2012
795,800,시적 정의 : 문학적 상상력과 공적인 삶,"Nussbaum, Martha C., (Martha Craven)",https://library.yonsei.ac.kr/search/detail/CATTOT000000863721,궁리,2013
796,800,시지프 신화,"Camus, Albert",https://library.yonsei.ac.kr/search/detail/CATTOT000001796548,민음사,2016
797,800,싯다르타 : 인도에 관한 문학,"Hesse, Hermann",https://library.yonsei.ac.kr/search/detail/CATTOT000000914982,열림원,2014
798,800,앵무새 죽이기 : 하퍼 리 장편소설,"Lee, Harper",https://library.yonsei.ac.kr/search/detail/CATTOT000001765620,열린책들,2015
799,800,오베라는 남자 : 프레드릭 배크만 장편소설,"Backman, Fredrik",https://library.yonsei.ac.kr/search/detail/CATTOT000000915525,다산책방,2015
800,900,전쟁과 평화 : 6.25전쟁과 정전체제의 탄생,김명섭 金明燮,https://library.yonsei.ac.kr/search/detail/CATTOT000001759247,서강대학교출판부,2015
801,900,축의 시대 : 종교의 탄생과 철학의 시작,"Armstrong, Karen",https://library.yonsei.ac.kr/search/detail/CATTOT000000773786,교양인,2010
802,900,그랜드투어 : 엘리트 교육의 최종 단계,설혜심 薛惠心,https://library.yonsei.ac.kr/search/detail/CATTOT000000848304,웅진지식하우스,2013
803,900,"사피엔스 : 유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문","Harari, Yuval N",https://library.yonsei.ac.kr/search/detail/CATTOT000001755856,김영사,2015
804,900,서유견문 : 조선 지식인 유길준 서양을 번역하다,유길준 兪吉濬,https://library.yonsei.ac.kr/search/detail/CATTOT000000096061,서해문집,2004
805,900,오리엔탈리즘,"Said, Edward W",https://library.yonsei.ac.kr/search/detail/CATTOT000000144104,교보문고,2007
806,900,오리엔탈리즘,"Said, Edward W",https://library.yonsei.ac.kr/search/detail/CATTOT000000704294,교보문고,2000
807,900,"중세의 뒷골목 사랑 : 사랑과 결혼, 의식주를 통해 본 중세 유럽의 풍속사",양태자,https://library.yonsei.ac.kr/search/detail/CATTOT000000829238,이랑,2012
808,900,"(박시백의) 조선왕조실록. 2, 태조·정종실록",박시백,https://library.yonsei.ac.kr/search/detail/CATTOT000001735074,Humanist,2015
809,900,(셀프트래블) 타이완,이주영,https://library.yonsei.ac.kr/search/detail/CATTOT000002161084,상상출판,2023
