,주류,제목,저자,링크,출판사,출판 연도
176,200,(박영선 목사의) 산상수훈 강해,박영선 朴永善,https://library.yonsei.ac.kr/search/detail/CATTOT000002159635,합신대학원출판부,2017
177,200,(사람과 세상을 이끈 인물) 바울 : 바울의 리더십 연구,조광호,https://library.yonsei.ac.kr/search/detail/CATTOT000000810517,대한기독교서회,2011
178,200,(새로 쓴) 한국 기독교의 역사,유대영,https://library.yonsei.ac.kr/search/detail/CATTOT000002161482,한국기독교역사연구소,2023
179,200,(선한 부자를 위한) 돈버는 10계명,"Lapin, Daniel",https://library.yonsei.ac.kr/search/detail/CATTOT000000092517,씨앗을뿌리는사람,2004
180,200,"(성 토마스 아퀴나스의) 신학대전 해설서. 2, 「신학대전」제2부 제1편, 제1문제~제114문제","Farrell, Walter",https://library.yonsei.ac.kr/search/detail/CATTOT000002001547,수원가톨릭대학교 출판부,2020
181,200,(스베덴보리의) 천상여행기 : 지옥편 : 악마와의 논쟁,"Swedenborg, Emanuel",https://library.yonsei.ac.kr/search/detail/CATTOT000000765459,다산초당,2010
182,200,(스베덴보리의) 천상여행기 : 천국편 : 천사와의 대화,"Swedenborg, Emanuel",https://library.yonsei.ac.kr/search/detail/CATTOT000000762483,다산초당,2010
183,200,"(스티븐 퍼틱의) 죽도록 믿어라 : 믿음, 그 이상은 없다","Furtick, Steven",https://library.yonsei.ac.kr/search/detail/CATTOT000000842874,두란노,2013
184,200,(아무리 바빠도) 가정예배,백은실,https://library.yonsei.ac.kr/search/detail/CATTOT000002167316,규장,2021
185,200,(알기쉬운) 명상입문,한국명상지도자협회,https://library.yonsei.ac.kr/search/detail/CATTOT000002049590,한국명상지도자협회 : 대한불교조계종 포교원 : 한길,2019
186,200,"(앵커바이블) 요한복음. 1, 표적의 책","Brown, Raymond E (Raymond Edward)",https://library.yonsei.ac.kr/search/detail/CATTOT000000855804,CLC,2013
187,200,(에크하르트 톨레의) 이 순간의 나,"Tolle, Eckhart",https://library.yonsei.ac.kr/search/detail/CATTOT000001980829,센시오,2019
188,200,(역주) 목우자수심결언해 / 사법어언해,지눌 知訥,https://library.yonsei.ac.kr/search/detail/CATTOT000000753391,세종대왕기념사업회,2009
189,200,(영국성공회 선교사의 눈에 비친) 한국인의 신앙과 풍속,"Hodges, Ceceil",https://library.yonsei.ac.kr/search/detail/CATTOT000000789093,살림,2011
190,200,(예배의 본질을 회복하는) 하이테크 예배,"Schultze, Quentin J. (Quentin James)",https://library.yonsei.ac.kr/search/detail/CATTOT000000163171,한국기독학생회출판부,2006
191,200,(이 시대를 향한) 설교학,계지영,https://library.yonsei.ac.kr/search/detail/CATTOT000000876927,한국장로교출판사,2014
192,200,"(인물, 종교, 그리고 미스터리에 관한) 신성한 상징","Adkinson, Robert",https://library.yonsei.ac.kr/search/detail/CATTOT000001881097,시그마북스,2015
193,200,(제임스 패커의) 하나님의 인도,"Packer, J. I. (James Innell)",https://library.yonsei.ac.kr/search/detail/CATTOT000000239992,생명의말씀사,2008
194,200,(존 파이퍼의) 거듭남,"Piper, John",https://library.yonsei.ac.kr/search/detail/CATTOT000000741934,두란노서원,2009
195,200,(초기 그리스도교와) 영지주의,조재형,https://library.yonsei.ac.kr/search/detail/CATTOT000001993809,동연,2020
196,200,(킹덤빌더의) 영성 : 내가 살아내는 것이 아니라 하나님이 나타나는 삶,손기철,https://library.yonsei.ac.kr/search/detail/CATTOT000002132777,규장,2022
197,200,"(토마스 아퀴나스) 신학대전. 21, 두려움과 분노 : 제2부 제1편 제40문-제48문","Thomas, Aquinas, Saint",https://library.yonsei.ac.kr/search/detail/CATTOT000002165813,바오로딸,2022
198,200,(틱낫한의) 평화로움,"Nhất Hạnh, Thích",https://library.yonsei.ac.kr/search/detail/CATTOT000000045390,열림원,2002
199,200,(팀 켈러의) 설교,"Keller, Timothy",https://library.yonsei.ac.kr/search/detail/CATTOT000001809527,두란노,2016
200,300,(2024년) 변호사시험법전 : 제14회 변호사시험 대비용,,https://library.yonsei.ac.kr/search/detail/CATTOT000002193124,현암사,2024
201,300,행정법개론,정하중 鄭夏重,https://library.yonsei.ac.kr/search/detail/CATTOT000002180374,法文社,2024
202,300,(맨큐의 경제학) 연습문제풀이,"Mankiw, N. Gregory",https://library.yonsei.ac.kr/search/detail/CATTOT000002068921,센게이지러닝코리아,2021
203,300,법경제학,"Cooter, Robert",https://library.yonsei.ac.kr/search/detail/CATTOT000000857233,경문사,2013
204,300,(마이클 샌델) 공정하다는 착각 : 능력주의는 모두에게 같은 기회를 제공하는가,"Sandel, Michael J",https://library.yonsei.ac.kr/search/detail/CATTOT000002030509,와이즈베리,2020
205,300,민주주의의 불만 : 무엇이 민주주의를 뒤흔들고 있는가,"Sandel, Michael J",https://library.yonsei.ac.kr/search/detail/CATTOT000000824942,동녘,2012
206,300,산업과 전략,한종희,https://library.yonsei.ac.kr/search/detail/CATTOT000002055392,교보문고,2021
207,300,선량한 차별주의자,김지혜,https://library.yonsei.ac.kr/search/detail/CATTOT000001961554,창비,2019
208,300,(불평등발전과) 민주주의 : 한국정치경제론,이연호 李年鎬,https://library.yonsei.ac.kr/search/detail/CATTOT000000865700,박영사,2013
209,300,MCAT complete 7-book subject review 2023-2024 : higher score guaranteed / edited by Alexander Stone Macnow,"Macnow, Alexander Stone",https://library.yonsei.ac.kr/search/detail/CATTOT000002113434,Kaplan Publishing,2022
210,300,대학원생 때 알았더라면 좋았을 것들,엄태웅,https://library.yonsei.ac.kr/search/detail/CATTOT000001951784,클라우드나인,2019
211,300,민법의 기초,김준호 金俊鎬,https://library.yonsei.ac.kr/search/detail/CATTOT000002098756,집현재,2022
212,300,민사법사례연습. 2,송영곤 宋英坤,https://library.yonsei.ac.kr/search/detail/CATTOT000002157122,헤르메스,2023
213,300,살아 있는 우리 신화 : 우리 신들의 귀환을 위한 이야기 열두 마당,신동흔 申東昕,https://library.yonsei.ac.kr/search/detail/CATTOT000000128598,한겨레신문사,2004
214,300,가짜 노동 : 스스로 만드는 번아웃의 세계,"Nørmark, Dennis",https://library.yonsei.ac.kr/search/detail/CATTOT000002118326,자음과모음,2022
215,300,감시와 처벌 : 감옥의 역사,"Foucault, Michel",https://library.yonsei.ac.kr/search/detail/CATTOT000000185055,나남출판,2003
216,300,문명의 정치사상 : 유길준과 근대 한국,정용화 鄭容和,https://library.yonsei.ac.kr/search/detail/CATTOT000000086472,문학과지성사,2004
217,300,민주주의의 역설,"Mouffe, Chantal",https://library.yonsei.ac.kr/search/detail/CATTOT000000183700,인간사랑,2006
218,300,법의 제국,"Dowrkin, Ronald",https://library.yonsei.ac.kr/search/detail/CATTOT000000101032,아카넷,2004
219,300,법철학 : 이론과 쟁점,김정오 金正梧,https://library.yonsei.ac.kr/search/detail/CATTOT000002090557,박영사,2022
220,300,복지국가와 사회복지정책,안병영 安秉永,https://library.yonsei.ac.kr/search/detail/CATTOT000002183415,다산출판사,2023
221,300,복지의 원리 : 대한민국 복지를 한눈에 꿰뚫는 11가지 이야기,양재진 梁在振,https://library.yonsei.ac.kr/search/detail/CATTOT000002167396,한겨레출판,2023
222,300,위험사회 : 새로운 근대(성)를 향하여,"Beck, Ulrich",https://library.yonsei.ac.kr/search/detail/CATTOT000000892466,새물결,1997
223,300,정의론,"Rawls, John",https://library.yonsei.ac.kr/search/detail/CATTOT000000010789,이학사,2003
224,300,주식투자 절대지식 : 모든 시장의 모든 투자자를 위한 성공원칙,"Penfold, Brent",https://library.yonsei.ac.kr/search/detail/CATTOT000000802135,에디터,2011
225,300,"총, 균, 쇠","Diamond, Jared M",https://library.yonsei.ac.kr/search/detail/CATTOT000000849353,문학사상,2013
226,300,(2024) 헌법 사례형 연습 : handbook,강성민,https://library.yonsei.ac.kr/search/detail/CATTOT000002196011,필통북스,2024
227,300,(EBS 다큐프라임) 자본주의,한국교육방송공사 EBS 미디어센터. 자본주의 제작팀,https://library.yonsei.ac.kr/search/detail/CATTOT000000867294,가나출판사,2013
228,300,American constitutionalism : from theory to politics,"Griffin, Stephen M.",https://library.yonsei.ac.kr/search/detail/CATTOT000001328460,Princeton University Press,1996
229,300,"K 배터리 레볼루션 : 향후 3년, 새로운 부의 시장에서 승자가 되는 법",박순혁,https://library.yonsei.ac.kr/search/detail/CATTOT000002141384,지와인,2023
230,300,국제법론,김대순 金大淳,https://library.yonsei.ac.kr/search/detail/CATTOT000002099274,三英社,2022
231,300,돈의 속성,김승호,https://library.yonsei.ac.kr/search/detail/CATTOT000002008911,Snowfox,2020
232,300,맨큐의 경제학,"Mankiw, N. Gregory",https://library.yonsei.ac.kr/search/detail/CATTOT000001919148,센게이지러닝코리아,2018
233,300,법정채권법,오병철 吳炳喆,https://library.yonsei.ac.kr/search/detail/CATTOT000000880473,法文社,2014
234,300,법학입문,이연갑 李縯甲,https://library.yonsei.ac.kr/search/detail/CATTOT000002054322,박영사,2021
235,300,불안,"De Botton, Alain",https://library.yonsei.ac.kr/search/detail/CATTOT000000871068,은행나무,2011
236,300,불안,"De Botton, Alain",https://library.yonsei.ac.kr/search/detail/CATTOT000000109961,이레,2005
237,300,"사람, 장소, 환대",김현경,https://library.yonsei.ac.kr/search/detail/CATTOT000000913455,문학과지성사,2015
238,300,선물·옵션 투자의 이론과 전략,"Hull, John",https://library.yonsei.ac.kr/search/detail/CATTOT000000096986,피어슨에듀케이션코리아,2004
239,300,세상은 이야기로 만들어졌다 : 신화·거짓말·유토피아,"El Ouassil, Samira",https://library.yonsei.ac.kr/search/detail/CATTOT000002171889,원더박스,2023
240,300,시대예보 : 핵개인의 시대,송길영,https://library.yonsei.ac.kr/search/detail/CATTOT000002169767,교보문고,2023
241,300,용과 중국인 그리고 실크로드,홍윤희 洪允姬,https://library.yonsei.ac.kr/search/detail/CATTOT000000856952,소명출판,2013
242,300,일인칭 가난 : 그러나 일인분은 아닌,안온,https://library.yonsei.ac.kr/search/detail/CATTOT000002177059,마티,2023
243,300,정치적인 것의 가장자리에서,"Rancière, Jacques",https://library.yonsei.ac.kr/search/detail/CATTOT000000854242,길,2013
244,300,조세법개론,이중교 李仲敎,https://library.yonsei.ac.kr/search/detail/CATTOT000002194803,삼일인포마인,2024
245,300,피로사회,한병철,https://library.yonsei.ac.kr/search/detail/CATTOT000000813400,문학과지성사,2012
246,300,(2024) 헌법 사례형 연습,강성민,https://library.yonsei.ac.kr/search/detail/CATTOT000002196251,필통북스,2024
247,300,(Rainbow 변시 기출·모의해설) 형법 선택형 : 진도별,이인규 李寅揆,https://library.yonsei.ac.kr/search/detail/CATTOT000002194152,학연,2024
248,300,"(해커스) 투자자산운용사 : 최종핵심정리문제집. 2권, 3과목",백영,https://library.yonsei.ac.kr/search/detail/CATTOT000002105245,해커스금융,2022
249,300,2050 에너지 제국의 미래 : 에너지 전쟁의 흐름과 전망으로 읽은 미래 경제 패권 시나리오,양수영,https://library.yonsei.ac.kr/search/detail/CATTOT000002101295,비즈니스북스,2022
250,300,"21세기 러시아의 이해 : '포스트 푸틴', 엘리트, 올리가르흐 그리고 '푸틴 세대'의 선택",김석환,https://library.yonsei.ac.kr/search/detail/CATTOT000002082632,HUiNE,2021
251,300,Colonialism : a moral reckoning,"Biggar, Nigel",https://library.yonsei.ac.kr/search/detail/CATTOT000002140402,William Collins,2023
252,300,The health care policy process,"Barker, Carol",https://library.yonsei.ac.kr/search/detail/CATTOT000001484526,SAGE Publications,1996
253,300,게임이론,한순구 韓淳九,https://library.yonsei.ac.kr/search/detail/CATTOT000001841625,經文社,2017
254,300,경제·경영수학 길잡이,장중일 蔣中一,https://library.yonsei.ac.kr/search/detail/CATTOT000000158555,McGraw-Hill Korea,2006
255,300,경제기사 궁금증 300문 300답 : 어려운 경제정보 쉽게 읽는 법,곽해선 郭海銑,https://library.yonsei.ac.kr/search/detail/CATTOT000002138550,혜다,2023
256,300,계량경제학 I,"Wooldridge, Jeffrey M.",https://library.yonsei.ac.kr/search/detail/CATTOT000001973409,박영사,2019
257,300,계약법강의,박동진 朴東瑱,https://library.yonsei.ac.kr/search/detail/CATTOT000001773827,法文社,2016
258,300,괴짜사회학,"Venkatesh, Sudhir Alladi",https://library.yonsei.ac.kr/search/detail/CATTOT000000726733,김영사,2009
259,300,교육과 일의 세계,장원섭 張元燮,https://library.yonsei.ac.kr/search/detail/CATTOT000002074709,학지사,2021
260,300,국제법 기본조약집,박덕영 朴德泳,https://library.yonsei.ac.kr/search/detail/CATTOT000002018535,박영사,2020
261,300,나의 돈 많은 고등학교 친구 : 슈퍼리치와의 대화에서 찾아낸 부자의 길,송희구,https://library.yonsei.ac.kr/search/detail/CATTOT000002150170,서삼독,2023
262,300,도시독법 : 각국 도시 생활자의 어린 날의 고향부터 살던 도시 탐구기,"Fouser, Robert J",https://library.yonsei.ac.kr/search/detail/CATTOT000002184681,혜화1117,2024
263,300,"돈을 찍어내는 제왕, 연준 : 미국 중앙은행은 어떻게 세계 경제를 망가뜨렸나","Leonard, Christopher",https://library.yonsei.ac.kr/search/detail/CATTOT000002155009,세종,2023
264,300,돈의 심리학 : 당신은 왜 부자가 되지 못했는가,"Housel, Morgan",https://library.yonsei.ac.kr/search/detail/CATTOT000002037804,인플루엔셜,2021
265,300,마음의 사회학,김홍중 金洪中,https://library.yonsei.ac.kr/search/detail/CATTOT000000740485,문학동네,2009
